review_id,comment,score,reference_label,title,department,class_name
15318,"Great sweater - very pretty and warm. i would say it fits true to size, but the fit itself/style is just a little roomier - just like on the model. i usually take an xs and the xs fit great.
the tag says to dry clean or hand wash in cold. i always wash my wool sweaters in cold water, in a garment bag, on delicate wash and have never had a problem.
but, when i did that for this sweater, it shrunk to a size that would fit a 4 year old. the fabric in the arms stuck together, like velcro. very inter",4,positive,Pretty - but dry clean only,Tops,Fine gauge
11421,"I should have listened to the reviews that said this top was too boxy, but i didn't believe them and bought it anyway. i was wrong! this top is so boxy and wide, just awful.",1,negative,,Tops,Knits
13529,"So many things to love: love the mod kind of style, the forgiving pleats and empire waist and the fabric quality. but the neckline is just way too deep. if they didn't pin the one on the model, i'm a monkey's uncle. that super low neckline takes what should be a nice day dress and turns it into something you can't really wear in a church or in front of your dad. i seriously considered altering it, but the waist is already so high, i felt it would ruin the line of the dress.",3,neutral,,Dresses,Dresses
8310,This is a cute stylish sweater different from the typical. it doesn't itch which is key at least for me. i ordered an extra small but i am normally a small since it seems to run long. i think the neckline is unique :),5,positive,Cute sweater,Tops,Sweaters
15199,"Bought this top on a whim on a tops sale and am really glad i did. it's a nice two-in-one piece that can be dressed up for the office with a blazer or down with jeans and a sweater. striped portion of the shirt is a ponte stretchy material. i am 5'5"", 135lbs, 34c, curvy/muscular frame and the small was perfect and even roomy (i don't like things too tight).",4,positive,Cute little two-in-one,Tops,Knits
18666,"The tee looks longer on the model. i am 5 feet 9 and this tee is showing of my belly which surprise me a bit. i thought it would hit the waist line. still, very nice tee, i love cotton, it simply is the best. colors are nice too.",5,positive,"Nice tee, but i was not aware how cropped it is",Tops,Knits
8048,Beautiful skirt! the only reason i didn't give a five star rating is due to some bunching on each side - hopefully can iron it out or i will get it tailored!,4,positive,Elegant skirt,Bottoms,Skirts
291,Love it; the bit of stretch in the denim makes it less stiff than traditional denim.,5,positive,,Jackets,Jackets
9463,I am wearing these as i type this. they are unbelievably cozy. would wear them as loungewear if it weren't for the fact that they also look so so cute and i want to wear them out. so soft and a really good fit. higher than my other leggings so i don't have to pull them up ever. but also just really fashionable looking. love!!! one of my favorite retailer purchases ever.,5,positive,"So cozy, so fashionable",Intimate,Legwear
1400,"Great fit, perfect length! so happy with these jeans. the fabric is pretty stretchy but definitely still has a denim feel. very soft - love these jeans!",5,positive,Love these jeans!,Bottoms,Jeans
16935,"I really like this jacket! it runs big, so you may want to size down. the fabric was softer than i was expecting, but i really like it. very cute fall jacket!",4,positive,Cute bomber,Jackets,Jackets
13751,"I saw this in the store on a mannequin in baltimore.....and i had to try it. it almost felt more like a sweatshirt than a true sweater. i found the top to be a shaped. smaller at the shoulders and chest and widening as it went down.
the sleeves were rolled up which showed a soft peachy look underneath, which was cute. but i am on the fence on to which size to go with. like other reviewers have said, if you go up a size for shoulder comfort it gets a bit too swingy on the bottom. the length was n",4,positive,Great weekend piece,Tops,Fine gauge
3868,"Wanted to love this dress - pretty fabric and colors. i think it would be more flattering on a taller woman (i'm 5'3"", ordered a s), this just looked like a nightgown on me. sorry to say it's going back.",2,negative,"Pretty, but too loose and sacky",Dresses,Dresses
13899,I love this dress. i think it will be awesome to wear this summer but also a great transition piece into fall. very boho!,5,positive,Such a fun dress,Dresses,Dresses
11536,"I love this sweater! it's vivid, soft and high quality. it's a little shorter than i'd normally go for, but it will look great with a mid to high rise jean. it runs true to size and meant to be roomy. the red is very vibrant.",5,positive,The bold and the beautiful,Tops,Sweaters
5474,"Love that it is light and very comfortable. i got both colors, the only thing is it's dry clean only. love that i got it on sale!",5,positive,So comfy and stylish,Tops,Sweaters
5486,"This caftan is very light and well-made. i love the colors and designs on this fabric. i was worried that it might make me look boxy, but it accentuates my figure surprisingly well. the fabric is so soft!!! i'm amazed at the price because this is a really beautiful cover-up.",5,positive,Soft and light,Intimate,Swim
16069,"Super cute. 5'9"" 135 lbs and the medium was perfect to wear with a long sleeve shirt underneath. good quality and lined too. perfect for daytime when a leather moto might be a bit much.",5,positive,Love this!,Jackets,Jackets
11598,"I have always bought interesting, pretty, wearable dresses for my daughters at retailer. now the dresses are just retro funky. sad to see.",1,negative,Retro,Dresses,Dresses
7889,I loved the beautiful print! the sleeves were beautiful as well and added a unique quality to the shirt. i also liked the longer length of the shirt. i ordered online and kept it!,4,positive,Unique top,Tops,Knits
3738,"Dress just arrived and i was a bit nervous of the fit based on the other six reviewers stating it runs small. i actually found it to run exactly true to size. i'm 5'6"" 38-26-38 slender, and on average i wear a size 6, which is what i ordered - 6 regular and it fits as though it was custom made for me. this dress is made very well - looks tailored and hits me right above the knee similar to the model. i feel i scored big by purchasing it at the sale price.",5,positive,Awesome summer dress,Dresses,Dresses
21749,"I saw this online and loved it. i wanted to wait for a sale and a promotion, but this tee-shirt sold out in the color holly. completely sold out but for petite. i bought a s and a m. the small works. it is comfortable. it can be dressy or very casual. i bought the white and the carbon. it is a different style on a tee. if you notice the front neck and the bottom of the back you will see what i mean. i recommend this highly. i can't imagine anyone not liking it.",5,positive,"Love, love, love it!",Tops,Knits
5153,"This was my absolute favorite top before it transferred dye onto the driver's seat in my car. >:-( there is nothing in the language of the care tag which advises to wash before wearing because of the possibility of dye transfer to other surfaces. the care instructions say that is is washable with like colors and, in fact, recommends dry cleaning. really? and dry cleaning will remove all of that excess dye? don't think so. after i discovered the dye transfer on my car seat, i washed the top in a",3,neutral,Beware! launder before wearing!,Tops,Knits
19297,I like the red color and the border detail at the neckline. i'm not crazy about the way the zipper on the back is emphasized. i'd rather have a less visible zipper. overall it is a cute and comfortable dress. the fabric is soft and substantial and has a nice texture to it. the shape is basic so it can be dressed up or down.,4,positive,Cute and comfy casual dress.,Dresses,Dresses
14178,"This dress is beautiful and extremely well made... if you can get into it. the only way to close the dress is a line of difficult to button buttons up the back. it's form fitting, so you'd better be on your yoga a game or have a loved one or hand maiden to lend a hand. i thought about taking it to a tailor to install a hidden side zipper, but it's soooo form fitting i'm afraid i wouldn't wear it.",2,negative,Significant other required,Dresses,Dresses
19116,"I was looking for a dress for an upcoming interview. this fit the bill. when i took it out of the packaging i was worried it would be boxy, but it hit in all the right places. it was loose enough allowing for movement, but accentuated my waist. it hangs to just above my knee in an xl (i typically wear a 14-16). i was very impressed with the material. it feels very soft and luxurious.",5,positive,Feminine professional look,Dresses,Dresses
7944,"Usually i am a huge meadow rue fan, but not this time. the print is okay, but the shirt seemed stiff and the material was not soft. if the print was just okay but the shirt was super soft or vice versa i would have probably kept the shirt, but since it was neither it was returned?",3,neutral,"Close, but not quite...",Tops,Knits
18929,"1. the wide leg/crop is a cool trend. but not great on me. i'm pretty standard in size/build: 5'6"", 135 lbs,, size 4. i felt like i just looked oddly shaped with them on.
2. and maybe this is the issue: the size 27 (my normal size in every citizen pant i own) was about 2 whole sizes too big for me. i mean, i felt great about myself. but...wowza.
3. when i took them to the store to try on/exchange, they don't even carry them in the store! so i just returned and will try something else.",3,neutral,Great in theory,Bottoms,Jeans
18010,"I love this skirt... i have it in black, and when i saw this color i was so excited to add another one to my wardrobe. these skirts are made  well... it's not flimsy at a all. the actually color is more of a light aqua blue, so if you are wanting a baby blue might not be for you...",5,positive,Fabulous skirt!!!,Bottoms,Skirts
21461,Nice print and comfortable shirt.,5,positive,Pretty tee,Tops,Knits
4958,"I found this to fit really well and i've got a chest, and the hourglass to go with it. the stretch really helps it to be comfortable too. i reckon it's pretty versatile too.",5,positive,Nice material with some stretch,Jackets,Jackets
6903,"I love the cardigan. it's super comfy and long enough to cover my behind. the pink and white stripe lining adds a softer touch. it's a little tight in the arms. i'm right between a small and medium, i wish i would have ordered the medium.",5,positive,Really enjoy this cardigan,Intimate,Lounge
1412,"Very pretty but also very roomy. i'm using it as a swimsuit cover up, so it's perfect!",4,positive,,Intimate,Swim
5255,"I ordered an xxs and it fit perfectly. i love the simple, yet girly look of this top. the bottom material is delicate and adds a feminine touch. it looks even better in person than in the pictures. the material is very soft and comfortable. looks great with jeans and flats or boots!",5,positive,Super cute!,Tops,Knits
19028,"This is the cutest poncho style sweater (but the arms aren't attached like a true poncho. it doesn't work for a petite customer, unfortunately, but on average sized it's gorgeous. so pretty.",5,positive,So cute but not for petite customers,Tops,Fine gauge
22808,"I bought this shirt in the teal/navy and loved it so much that i went back and bought the white/navy too. it is so soft! the shirt runs a little tight but is stretchy and not uncomfortable. the sleeve length and neckline dress up this shirt a little bit from being a standard t shirt, yet it is just as comfortable. overall very cute and flattering.",5,positive,So soft,Tops,Knits
4040,"I got this dress in green and it looks better in person than it even does in the online picture. the fabric is soft and flattering. i am pear shaped so a lot of things don't look good around my waist, but this worked beautifully. the only thing is that i can't get the slight wrinkles out of the bottom. i washed it and lined dried it and some still show. the care says not to iron. a steamer would probably work well on this. the slight wrinkles are not an issue for me though. well worth it and a g",5,positive,Comfortable and flattering,Dresses,Dresses
14610,I bought this shirt because the reviews convinced me to. i bought it in the blue color and it's really cute. the design on the sleeves is also great and the back of the shirt looks cute too!,5,positive,Cute shirt!,Tops,Knits
3847,"I got this tunic in the bright red, and it is a great, fun color that leans just slightly to the orange side of red. (my computer screen makes it look more orange than it does in person. i'm happier with the actual color.) the fabric is soft, comfortable and hangs beautifully. wrinkles fall out when you hang it up. i also have the tegan tunic in 2 colors and find the fit to be the same. however, the hi-low hem on this dress is a little more exaggerated than on the tegan. the tegan travels very w",5,positive,Dress it up or down,Dresses,Dresses
18875,"Love the luxury feel, so soft. perfect for day out. i'm 5'6 and the fit is just right. not too long or short. dalls right at the shoulders too.",5,positive,Super cool!,Dresses,Dresses
2356,Love this blouse! the color is really unique and love the back button detail. i dont think the white buttons look cheap at all as another person pointed out - they add a lot to an already beautiful top. can't wait to wear it!,5,positive,Stunning color,Tops,Blouses
13731,Extremely well made tank top. great for work or a night out.,5,positive,Great product!,Tops,Knits
17692,"This dress will be very useful. it fits loose, but it is suppose to. i plan to wear this to casual parties, out to dinner, and possibly a wedding at a winery. i weigh am 5' 6"", weigh 145 lbs, and ordered a medium.",4,positive,Lovely dress,Dresses,Dresses
17526,"This sweater is so much cuter than the online picture makes it look! i think the model is wearing it too large. anyway, this runs kind of big, so size down. it's kind of short in the front, but it hits at a nice, flattering spot. love it.",5,positive,Much cuter than the picture,Tops,Fine gauge
22572,"I am all about beach cover ups. i already have the leblon one from this season (which i loooooove) but i love this one too-and it is in my go-to color which is fantastic! i love beach cover ups, i always imagine the sounds of the birds, waves rolling in, and a nice breeze allowing it to flow as i walk along side the beach. my reality, of course, is chasing after screaming kids and walking along a mn pond (not rolling waves) but this dress would at least make me feel like i am in my own little wo",5,positive,Flowing beach dress,Intimate,Swim
1795,"This top is adorable, especially the grey check. timeless staple, with a modern & cute update. i agree with 2nd reviewer; i don't think this blouse pulls or is tight in the chest. i'm also a 34d, i got a small, it fits perfectly & i wear it all the time - i think it's great for every season. very flattering, the peplum hits at just the right spot and defines the waist. i get compliments all the time. i pair it with cropped sweaters when it's cold. the grey does seem a bit higher quality; the blu",5,positive,Absolute steal at sale price,Tops,Blouses
14898,"Extremely pretty swimsuit, gorgeous cut in the front with the lace and the floral print, very flattering to hourglass shapes. coverage across rear end is a bit less than i would prefer, but it's so very pretty that i'm keeping it. several comments from friends that this could be worn as a tank top for regular wear it is so pretty.",4,positive,Extremely pretty swimsuit,Intimate,Swim
22592,Ordered med petite. love the print & design but it runs really big more like a large and length of top is not flattering . returning,3,neutral,Great design but too long,Tops,Knits
22461,"Ordered this coat in a small. it is meant to be a slouchy and the fit is perfect - i'm 5'5"" and weigh around 120. the sleeves are slightly longer than 3/4. the fabric is so soft, the coat is unlined and drapes beautifully. this coat reminds me of a coat my mother had when i was a child.... she referred to it as her 'car coat'... i believe that was a style then. worth the $.",5,positive,Beautiful!,Jackets,Outerwear
23350,"This shirt is a great deal on sale,i would not pay full price.i got it in the honey color and it is really cute. this shirt does run very large. i normally wear a small or size 4 to 6 and i was lost in a size 6. i went with a size 2 and it was perfect for sizing purposes i am a 34c and 5'3"" 112lbs..shirt is a bit lightweight so it is nice for summer or year round.",4,positive,Great shirt,Tops,Blouses
10182,"This dress is really good quality and the beading is adorable. but, the sleeves combined with the maxi skirt made me look like i was a sister wife and not in a $250 dress. i still gave it four stars though, because i am having it hemmed to above the knee because i like the top part so much. i ordered the 00p, am 5'1 110 lbs and the waist fit perfect, the skirt was about three inches above my ankles. perhaps someone with a more boho style might find the length of the skirt cute but i just found i",4,positive,Sister wife,Dresses,Dresses
22477,"I love the way this coat looks in the website. it turned out to be a little different than i thought it would be. can't decide if i will keep it.
the sleeves are bracelet length, i have long arms so slightly awkward for me. i ordered the small even though i wear a medium in everything else (5'8"", 135 #). so glad i did because it is biggish on me.
it is unlined but made of a lovely, soft wool. the edges are all finished with a bias edging which is unique and well done. it is boxy, very.
lovely wo",4,positive,Good? maybe...,Jackets,Outerwear
9174,"The fabric , feel and design of this dress is sooo cute, but so large that sadly, it will need to go back. beautiful and softly flowing design but so full that not flattering.",3,neutral,,Dresses,Dresses
17401,"The pics online for this dress are horrible in comparison how stunning this dress is in person.
just received it and far exceeded my wildest expectations!
it is elegant, classy, and an understated sexy!
the colors are rich and vibrant.......gorgeous shades of plum and blue....a unique color combination that is gorgeous!
the open mess dress with the solid under layer is a wow!
beautiful and flattering fit.
it is a 10 !!!!
i ordered my usual size and i would say it is true to size, but slig",5,positive,Spectacular!,Dresses,Dresses
6290,"I absolutely loved this dress and when i received it, it was exactly the way it looked/fit online. the material is so pretty and the fit was amazing. it was a bit wrinkled, but i'm used to ironing things, so that didn't bother me. unfortunately, i had to return it though because of the color. i'm filipino, and this yellow just isn't flattering on someone with dark/tan skin. yellow is a tricky color for me to begin with, but this was more of a mustard yellow and just totally wrong for my coloring",4,positive,So sad i had to return,Dresses,Dresses
17879,Skirt has lots of stretch and comes up to waistline so i am not sure yet how i will wear it but tucked in or out it looks very stylish and the dark denim is of course slimming.,5,positive,Great casual skirt,Bottoms,Skirts
19271,"Really like this shirt. easy to throw on with jeans (black if you don't like the denim on denim). flattering without making you look boxy. arms are roomy too, unlike the what the picture shows.",5,positive,Cute go to for fall,Tops,Knits
7000,"I was disappointed in this shirt. the color was not the pretty blue pictured, but rather a grayish blue which may look good on a brunette, but not on a blonde. the fabric felt like linen and wrinkled easily. normally, the quality of the fabric is one of my main reasons to buy holding horses, but this one felt cheap. the detail and craftsmanship was beautiful, and i wish this shirt would have worked for me. i waited for it to go on sale and was very excited to receive it. holding horses is one of",2,negative,,Tops,Blouses
21183,"I love this sweater! it is very lightweight- the knit is a wider weave, so if you are cold natured be sure to layer and bring a jacket. the fit is great, it is very flattering on. the back is lined and has the gray fabric that shows past the sweater hemline which adds to the uniqueness. this could be dressed up or down- i paired with a white tee and dark jeans and flats but will wear it next with nice pants and maybe a white collared blouse. very happy with my purchase!",5,positive,Gorgeous sweater,Tops,Knits
10310,"These pants are so perfect, i bought 3 pairs. perfect for casual friday's, a night out or the weekend.",5,positive,Get this pants stat!,Bottoms,Pants
21256,"I bought this in store yesterday in a 2 petite - it definitely looks best if you can get it in your usual size (4 petite just looked too big and changes the look). love the embroidery detail. it was on display with the sleeves rolled up to elbows, and it's really cute that way too.",5,positive,So cute!,Tops,Blouses
20885,"This dress is very cute and super comfortable. as soon as i walked into work, i received a compliment. the fabric is not heavy, but actually on the thin side. if i knew this dress was maeve, i would have sized down. i'm always a large at retailer, but with some maeve items i need a medium. for reference, i'm 5'9"", 175, l/12. i love the look of a drop-waist, but because of my big bust i usually look silly, but this works.",4,positive,Cute and comfy dress,Dresses,Dresses
2491,"I wanted to love this. couldn't wait for it to arrive.  unfortunately, it doesn't look anything like the picture.  i usually wear a m/l in holding horses so i ordered a l but as soon as i held it up i noticed it was ridiculously large. the fabric is on the heavy side so the dress just hangs in a very unflattering way. and, it is extremely shimmery.  i love velvet, but the texture and sheen of this dress was just over the top. sadly, it is going back.",1,negative,"No, just no.",Dresses,Dresses
20687,"Retailer has done it again! i love this top. i purchased it for our engagement photos. i am typically a small or medium, and decided to size down for this one. i purchased a small and it fit perfectly! its not near as long as it is in the photo, which pleased me. i did read about busty ladies having a problem with the fit - and i can definitely see how that would be an issue.",5,positive,Lovelove!,Tops,Blouses
18564,"I wanted to love this dress because the color is so amazing, but the arm holes are huge! i am petite and tried this on and it just sadly didn't work.",3,neutral,Disappointed!,Dresses,Dresses
14835,"This sweater runs true to size. i am 5'7' and 125 lbs and ordered the small. it has a beautiful mix of colors that reminds me of a creamsicle. it is a well made, heavy sweater that will definitely keep you warm. if you like the feel of wool, buy it. if not, pass on it.",3,neutral,Warm & heavy sweater,Tops,Sweaters
4322,"Just a heads up because i didn't notice the pink in the blue motif print until it had arrived. almost sent it back - changes the overall aesthetic, makes it harder to layer in winter, black shoes stand out more etc... but i don't really like the orange print and i'm a red head... so i'm keeping it but it would have been amazing if it were cream and blue. i also bought the emerson swing dress. this dress runs tts (emerson runs a touch larger). i'm 5'5"" and the dress came to just barely above my k",4,positive,"Love it but it's pink and blue, not cream and blue",Dresses,Dresses
13844,Love these leggings & the color. i haven't been able to find a pair of great brown leggings for years. i was concerned the small might not fit but they are perfect,5,positive,Awesome,Bottoms,Pants
11201,The shirt fits true to size. the length of the top is great: not too short (won't show your midrift when you raise your arms) not too long (this is a shirt not a dress). this is a great top for a casual day in jeans or a flirty day with skirt to dress it up.,5,positive,Great basic!,Intimate,Layering
1941,"I like many of you had the same issues. i tried my normal size of xs and s and couldn't get it on. the sales associate looked at it and went and got several size small and they all fit differently. some fit normal and others did not, so i would try on first. i love it when it fits correctly",4,positive,Try on before purchasing,Bottoms,Skirts
18533,I love love this top.  it is so pretty!  i am stopped by strangers complimenting me on it. it is so flattering.  i wear a cami under it and find it perfect!  it hits at the perfect length below the waist on my jeans.  it's easy to throw on and go.  casual but dressy.  the sleeves do bell out so you may need to watch them when you eat.  i've accidentally caught them on my plate.  the shirts washes well.,5,positive,Flowing comfort,Tops,Blouses
10036,"I did not like this top at all-but had i looked at the fabric prior to purchasing i would not have. it is polyester-i thought it was cotton so there's the first reason i didn't like it. secondly, there is a piece of fabric behind the laces, presumably for modesty that refuses to lay flat. it wrinkles up behind the lacing, making it appear as if one is wearing an undershirt or cami that is not appropriate for the top. it is too long for me, the top hitting at top of thigh.
this top is just reall",2,negative,"Again, my bad for not looking at description...",Tops,Blouses
9872,"This romper is fabulous! i bought it in lime, and the color is great and perfect for summer. i do agree with the other reviewers that it's hard to get in and out of the sleeves (hence giving it only 4 starts for quality#, but the struggle is worth it. the fabric is lightweight and silky, so it feels cool and soft; it feels like wearing pjs. it's also very flattering with the bow just at the waist; it hides a not-so-flat tummy. i'm 5'4"", between 135 and 140, and curvy #very busty specifically), a",5,positive,Love!,Dresses,Dresses
14039,"This dress is amazing! the color is a little darker then what's pictured, but the dress is great. very delicate. you have to be careful how you handle it.",5,positive,,Intimate,Lounge
12961,"This sweater is pretty, fits tts, feels soft against the skin and has a good weight to it so cami is absolutely not needed. i particularly like the buttons on the side. you could unbutton to have the sweater feel more swingy and show more of the underlayer. the design in the back is simple and flattering for all figures, i think. this shade of gray is also appealing to me as it's not too light or dark and has a hint of periwinkle undertone to it. the sweater is on the shorter side but i do think",4,positive,"Warm, soft, pretty.... what's not to love?",Tops,Sweaters
20860,"This is such a great dress, i hate to return it. it's pretty, a nice material, and an interesting cut. but like other reviewers have said, it is just enormous. if there were a size smaller than xs, or if it came in petite, i would exchange it in a second. but since there's not, it has to go back.",3,neutral,Way too big,Dresses,Dresses
1588,Love this top. very easy to wear to lunch or site seeing. the fabric is soft and drapes nicely.,5,positive,Easy breezy,Tops,Blouses
13037,"Love these pants. it's hard to get really dark dark black jeans with a little stretch, and these are perfect. i also like the cut as a bit of a change from skin tight leggings. and the fabric is super cool, like a lightweight brocade denim. i get compliments every time i wear them.",5,positive,Dark black interesting jeans!,Bottoms,Jeans
16005,"I am going on a trip to south africa in may and needed pants that were cute, durable, yet comfortable and not frumpy. these are definitely the ones i was looking for. the fit is great - not too tight and not too baggy. i got them in three colors and all of them match what is on the site. i definitely recommend these chinos as you will be able to wear them to lots of different places - dressed up or down.",5,positive,Perfect chinos,Bottoms,Pants
3328,I disagree with the fit description from the other reviews. i find the shirt to be super flattering and comfy. yes it it short in comparison to many styles these days. but it hits right at the waistline without being too short. super vibrant colors.,5,positive,,Tops,Knits
20575,"I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair, but i found the quality to be disappointing :(",2,negative,Not great quality :(,Intimate,Sleep
10176,"I tried on the dress that was returned at my store in xxs p, i would not have based on reviews but my stylist asked me to try it on. it does look nice, you just have to cinch it all the way. perhaps most people do need to size down. for my 115 lbs, 30dd, 26.5in waist, i wouldn't go up to xs p... to give an idea. 
material is nice and sturdy. give ti a try!",4,positive,"Cute, need tall boots",Dresses,Dresses
4300,"The price is amazing for this easy and flattering dress. looks great as is or with a scarf, sweater, jacket, you name it! i just couldn't resist getting carried away with this one..",5,positive,Bought every color,Dresses,Dresses
18623,"I would give this top a 4.5. it is a very pretty top, i love the embroidery, but runs a little short for my taste. it still meets past the top of my pants, but barely. this is why i didn't give this top a 5. i am 5'9"" so i think for a petite person the length would be perfect.",4,positive,Nice top,Tops,Knits
19391,"Gals, if you absolutely must have this top wait for it to go on sale (don't worry, it will). between the poor fit and the polyester, i have no good things to report about it. this is very much below retailer's usual quality and style.",1,negative,Had high hopes but...,Tops,Blouses
13982,I really liked the style of this top but it's way oversized! i'm petite and drowned in this top even though i got it in an xs. the material is nice but i can't see i had a feeling for the cut because it runs so big. this one is going back to the store!,3,neutral,Not for a petite!,Tops,Knits
14000,"I ordered a medium in this and it definitely fits more like a large. i liked the color & the sleeves, but tying the tie at the neck looks silly on me and leaving it open shows too much cleavage. overall, it is just shapeless and too much fabric on me. i'm sending this one back.",2,negative,Way too large everywhere,Tops,Knits
312,True to size on the neckline and arms but extremely large and puffy in the torso. very unflattering cut!,3,neutral,Very unflattering,Tops,Blouses
5027,"This dress is very cute and well made. unfortunately it was too short waisted for me and runs small in the bust. the arm holes were too big yet the bust small, very weird fit on me. i am six feet tall with 38c bust, maybe if you are shorter with smaller chest this dress will work for you. it has a thin lining and is not see through even though it is white fabric. i love the dress it just wasn't made for my tall figure.",2,negative,,Dresses,Dresses
3655,"I was pleased with the fabric and lace, and the arms fit me nicely. the only problem was that the bottom of the sweater was very boxy and not flattering. i am having the sides taken in to fix.",4,positive,Comfortable but boxy shape,Tops,Fine gauge
3745,I just got this dress and i love it! it is classic and beautiful. the zipper is tricky right at the band but otherwise no issue there. i cannot wait to wear it.,5,positive,,Dresses,Dresses
3016,"I loved the look of this online and ordered the xs as maeve seems to run large and that was the smallest size offered. the length was good for me (only 5'4""). the elastic top fit well (32b) but then from there it was too much fabric. i thought this would be a straight fit or a slight a-line but it was just a huge amount of fabric on me...several inches on both sides big. i think with the large ruffle along the top and the tremendous amount of fabric hanging down from the dress underneath the ruf",3,neutral,Way too much fabric,Dresses,Dresses
13867,I was a bit unsure when ordering because of the cut of this blouse. i have a lean athletic torso but i am a 32dd. sometimes tops like this can make me look heavy or pregnant. love the fit though. it fits lovely and comfy. it goes well with jeans or cream colored pants and will be a nice addition to my spring wardrobe.,5,positive,Great top for spring and summer,Tops,Blouses
11302,"Could not wait for this to come and so disappointed.  first of all, it's not a happy orange, it a darker rust.  second, it is huge.  fits in the shoulders and is super comfy and cute but would be a dynamite maternity top.  you could go to term in this blouse!  back it goes.  so sad.",2,negative,Perfect maternity top!,Tops,Blouses
16593,"I was looking for a velvet dress for the holidays. this one was beutiful in color and teksture.
the only problem was that it was snug in the shoulders. going a size up would have made it too roomy elswhere.",4,positive,,Dresses,Dresses
21512,"The fabric and design of this piece are so unique.  i am skeptical of wide leg designs in product photos because the fabric is often much more voluminous irl than it appears, which is the case for this jumpsuit.  despite the extra volume, the fabric weight gives it a structured look which makes the wide legs look fantastic on.  there is a silicon grip band around the top that allows you to wear it strapless, though it doesn't seem very functional to me without boning or more structure to the sid",5,positive,Unique and flattering,Bottoms,Pants
21495,I love this sweater! i tried it on at the store and had to purchase! it's even cuter on! i am normally between a small and a medium but decided on the small as it has a loose look. perfect weight for summer!,5,positive,Fun and adorable!,Tops,Knits
6295,"This dress is a good casual summer dress. the material is thin and feels nice on. the dress was very wrinkled when it arrived but that came out very easily and the fabric doesn't really wrinkle easily after initial wash and steam. the color is very vibrant and the fit is loose. however, if you have a larger chest (i'm a 34c), the hook and eye closure dones come undone. overall a good purchase. it looks good with a belt as well.",3,neutral,"Good fit, ok material",Dresses,Dresses
6283,"I love this dress ! my husband loves this dress on me !
i ordered on line, it did not come in my usual 4, and it was only in petite. i ordered the 0petite. it fits fine, a little shorter than expected, but i am 5'2"" so it is fine.
very well made and lined.",5,positive,Fabulous,Dresses,Dresses
18901,"Since these are high waist pants, i think the size given is more for a lower waist measurement where most pants these days typically sit. i'm 5'10"", 150 lbs and ordered a size 31 but it was much too large. i love the style of these pants a lot. they look great if you have long legs, the size 31 ran about 5"" above my ankle, higher than is shown in the photos but it looks great.",4,positive,Love these pants but they run large!,Bottoms,Jeans
1777,The design on this dress is so cute. it runs really small. i had to go up from my normal size 4 to a 6. i am not well endowed so the top was great on me. it's looks great on once k got a size that works.,4,positive,,Dresses,Dresses
18447,Love the fit and color of this top. i love that it is somewhat fitted around the arm holes which doesn't allow for extra skin to show. it drapes nicely over my hips and tummy. got rave reviews from my husband!!,5,positive,Perfect fit!,Tops,Knits
22511,This top is a good concept but the structure of it is not for all body types. i am 5.6 and 135 and wear an xs to a s in retailer tops and i ordered this is a small and it was huge in the chest and tight at my hips...will be returning.,2,negative,Weird fit,Tops,Knits
4355,"Love this dress! i bought the blue motif. which barely has any blue at all. it is the softest cotton dress i own. i wore it with my red hunter boots today and it made for the best rainy day ensemble. love, love! and i got it on sale which just sweetens the deal :)",5,positive,Like butter!,Dresses,Dresses
17111,"I ordered the xx petite on this one, and unlike last year's version of a similar sweater, this one is a bit longer and looser. last year, i kept the xs p, but it was shorter too. the fit is loose, not snug or form-fitting, even as the smallest size available, it was loose but not large or unflattering. the length was also appropriate. love the colors, and pattern too. the material is soft, and the button detail in the back is fun. i am 30dd, 26.5 in waist, 115 lbs, for reference.",5,positive,"Pretty, comnfortable and loose-fit",Tops,Fine gauge
5116,"I tried the xs in store and waistband is very stretchy and the material is lightweight (feels delicate) and to the floor. fell in love with the watercolor print. this would be great as a quick cover up over a bikini. beware- if you plan on wearing this anywhere besides by the beach, make sure to rock your nude undies because the cream color is super see-thru, which is my least favorite part of this piece. i couldn't get to the petites sizes before they all sold out, so i'm crossing my fingers th",5,positive,Gorgeous... try it,Intimate,Sleep
11724,Got for a mother  day gift.  think  she will like it because she always at the beach and is very happy go lucky new mother.,5,positive,Great look,Tops,Knits
19070,"I love the cut of this dress, and i'm rather short. i don't think you need to be tall. it's a nice, light fabric that will work well for warm weather. it did wrinkle quite a bit during the day, but never looked messy. i certainly wouldn't describe it as frumpy. it has a nice, loose, 1920s feel, and you can tighten the belt to make it more fitted through the waist. the belt is sewn on in the back, so you can't take it off without quite a bit of tailoring. i had no trouble with the bust being too",4,positive,Summery 20s dress,Dresses,Dresses
22053,"This skirt is so light and breezy perfect for hot or humid weather. the first time i wore it i got compliments all day long. the length is perfect for a more conservative look, i don't wear mini skirts and the slit on the side shows just the right amount of leg. it runs a bit large so i had to go down a size.",5,positive,Great design and fabric,Bottoms,Skirts
15185,"I bought the wine color. typically wear med or large., med was plenty big.... the color is deep and beautiful. is so soft and flowing. i love it!",5,positive,"Beautiful, full, flowing",Tops,Knits
