review_id,comment,score,reference_label
gp:AOqpTOEFmtTdn2dYyidtqlhFABJYsFIrWAvagr2ezoB2vFojdEC5MTlQqNinIkhyAaNB_fdq3gfjPjdDxK3A6w,"I'm trying to use this a family organiser and so far so good. The only feature I'd really like is to share reminders - is that possible? E.g. if I set a task in a shared list, I'd like everyone to receive a reminder for that task (or at least the person who has been assigned). As it stands, you can only set up reminders for yourself.",4,positive
gp:AOqpTOEXOVXch_dlAVRfQabxe_BSwpuSC0miDNqJ2t46Z8G08IXIavuqFeCsDBVVkPFm5TuDyij_hbhYTXGUrw,Will update down the road,3,neutral
gp:AOqpTOFl_F2SAueiuctABmrx7RpIAkcglJBSuL4Z2ym9fg9psODFgbtSJBdUsdB4wFUz8SVzn-14yH4SaW42Sg,"This app has been so helpful for me to be more productive, as i didnt take care kf myself before! i can't complain about anything, except sometimes when i first log in for the day, my dailies will be from yesterday and will take a minute to switch to today. I would love to see why so-and-so points are being deducted when you take damage from missed dailies! Like.... ""Clean (medium): -6 Health"" or something like that. I don't think I'll ever delete this app, and i look forward to any updates!",4,positive
gp:AOqpTOFwYG8ZDGf_TNVBi32A_llJKSy-yWwL8ORPSSiQfiK6XEPfL-TqS-ooQqTNEe8aDLsPaW_yeVB5PR-9YA,"i think the app is satisfaying my will. but the pro version keeps a non-ecard user not happy, so im giving you 3/5 bcuz of this.",3,neutral
gp:AOqpTOHUeAH_tgCE6SvgUjv_ECjiB795CgMTxgF3ikKYf1vHaBl5KbA4aWi3WKNFw4LLv7VmnQ2ppbyZBIfxLQ,Unable to turn on deep focus mode.,1,negative
gp:AOqpTOGppcCASC8zbhCaqg3SxSa25Ru-nCyKCHsbSn33oo2LNRhUU_dheaUy96CCd1FPVtzZy6EFxVUtvpa-OA,It's great. I love it.,3,neutral
gp:AOqpTOF5QrwRXOlwwttaroJr79jmbf4iBf5J2qE2vqFTAlxAcZwsjTsjd69pkQxSsZPbT_J_qJq2iv4NcOQ5WIw,"I'm enjoying the app so far. The only pain point is when editing a list item. I'm using a mobile device and it's difficult to drop the cursor at the front without accidentally checking the item off. A little more space between the writing and the check circle might eliminate this problem. It also struggled to upload a photo to a list item. An error message came up instead. Otherwise, so far so good.",3,neutral
gp:AOqpTOFkZ7S10EILTDtH80l7kE7FaSJT2VipTYU53aYQDqHOfSVQxRSb_M0XQzPzMX0-aHKow4E_wlHeS0n6NQ,Worst ap,2,negative
gp:AOqpTOFLhHElrOHk4UvQpBGEd58_hfH5faVENELSQnuZ3pu3fQfIX6tU0erzXN7MCg4ju6kIE1eFFV-sgs5Xmw,"Stuck on setting the user name, no error message etc. Used to be good",1,negative
gp:AOqpTOHh8ONbDt2-60QABiNd-WJcrlcHPTwlr-sINlhG1yDVfUvkVld0Gis9f5qP3EgYx-YpU-e1q58zA0WhAQ,It seems like a good app with good features but it's not intuitive at all. I spent fifteen minutes trying to find a way to skip a repeating task this week and I could mark it done. I try deleting to see if it would delete just that occurrences but it deleted the whole thing. The icons are also not intuitive at all.,2,negative
gp:AOqpTOF2tCUe7i5usO1dT4VDsLlYmNwAh6rlnQeCCOdAlAXN5MMbp4ObwG8KA3pfrwuW6LCtj452OBkHTIqtlw,Easy to work out the app,5,positive
gp:AOqpTOHX546tvXC6IWXJhkWEpOZixkPpRd7ozSaxpRz7maibWy-ZhPhDpE81O0f1vNQDQ3lP2qsZ_kW1l02xB6g,Does not show dates of bookings as it used to detect from emails,3,neutral
gp:AOqpTOH_Jn8lpoFbTUMRVCVWakbPKaI3ZrPDhz0rZgrxDif6aTJKUQtJ94qtn0vVCU4thcdVb9vlEv-iYKvsES4,Very helpful for a forgetful brain like mine really helps me to keep appointments and get stuff done 👍😁 u did a great job on the app,5,positive
gp:AOqpTOEaisQkvFx8ZmCNEC3y3eZHd7xhHvBXdjm50SeyHl-bHcvdNxayf39B9nIeqiLJm9rB0iJ-qnIh7y_YSA,Good.,5,positive
gp:AOqpTOGQ6-2vnC4e1YVSQ_S_kBVW3-x1LRCDWBWe2cu0Gy1Al7N2FMIzWH340hF9T_YkRvPTEDWg5S6NyWtE7w,"Best time planning app I've used! I struggle to keep tasks in order and know how much of my time they will take up. This app has all the features I need, and while I've only used it for a week, it has definitely increased my productivity. 10/10 I recommend to everyone.",5,positive
gp:AOqpTOGakjLeE7CICc8RPY1FsduaQULyOxrse9k950wNWyd0FIy2jLz7WVKOnwRyi6KdxLmRLE5dy85QutdxyA,"So disappointing!!! I used to love this app bit over the last few months it is Sooooooo glitchy! I just spent an hour deleting and checking off tasks from my to do list and everytime I think Im done, they show back up in triplicate!! Everything I changed IS STILL THERE AFTER AN HOUR!!! DOES THAT SOUND LIKE A GOOD TIME MANAGEMENT PROGRAM????? AND NO WAY TO CONTACT SUPPORT BECAUSE WHEN I TRY TO GET TO THE MENU IT SHOWS A BLACK SCREEN!!!!!",1,negative
gp:AOqpTOHGFGryarghkUFjl22pEg1aXaqUUQEinMCibQ4spHiR2tL1Dbigvub77kVBvGRklC8W5UzE1EFNESpuNw,Required me to sign in to use it? Pass.,1,negative
gp:AOqpTOFT6ToOGPV2oqfwh8GUoKPI1XFkAVtXL0Jmx8vQX6NwYgdS8mU2BvU_Aa_J0TrodbI6Z9vV7ifeu79D8w,"I'm sure the app is great seeing all the positive reviews not had earned. But having dark mode being ba premium feature is a deal breaker for me, because I would like to extensively test a product before considering a premium subscription but I can't get to use an app that forces light mode why all of my other apps are dark",2,negative
gp:AOqpTOEFlc3Y6vO39_GRFni1e0PHK6_QnwiN4kailqrSx6gDzxRy0r9uFG20WDux3c6okYMAV8D4rvoie4pTZKw,Le mode alarme ne fonctionne pas bien,3,neutral
gp:AOqpTOE5MeFSyW20_JGLAo--Y1Ja6CDe5a6tIHPHek095mVea5iZr7niAhc-SPvSl5XIGNry-UHs79lPkb9aBw,Perfect app for phd student who has smart phone and need focus in his/her studies.,5,positive
gp:AOqpTOGkYEX2ORiOxt-7WYWuiLablZyTPzU5jxOv-vK849U2mTSsqNZobZ6oXoSW2ldVRjRZuQFx9TswjgpWnw,"The game is very buggy, I just bought a reward, then the app crashed, and the gold I've spent is gone, but I didn't receive the reward. These kind of experiences unfortunately decrease the gaming fun tremendously, and it could be such a good game otherwise!",3,neutral
gp:AOqpTOGriHDwzPXORqcOMnfoUWyjqXBuX2qoJzPW1JJyP8bjjPjIFDPyB4X8GYfv2ZsnoZi0hrpTHRFTJDgAHQ,"It's okay application however it is not that practical. Reason is more 
often than not I have some event I'd like to add and shift around my 
routine. This is not possible at the moment (using programmer for 2 out of 
3 days is meticulous just so I can add 1 event). It would be good to have 
the ability to move and split routine items with events. In essence make 
programmer less of a hustle, and more natural and quick to use.",3,neutral
gp:AOqpTOEfmUYmzeH0wQI0h3meRgggStLDc1wSreL1mlzDesLyCjvna9F9jB-_qBBEHHkUS7-7O4nTcwDhz_O_rQ,"Love the interface and how easy and helpful it would be, but the alarms I set do not not ring. I gave permissions to this app already, yet it doesn't. Edit: Thank you for letting me know it's a Huawei power saving issue! Are there any work-arounds the power saving mode on Huawei to still allow this app to run? The alarms are very important, without them the app is critically impaired on my device. Haha. Thanks!",3,neutral
gp:AOqpTOHoTk0fuCylKhx0J0T97X7Z8aZ2mm9tqs7URPDEsMVFNslXsLMDhHdxreft9FRhhv4SgWU2Mywk-D4T1g,Crashing a lot after update,3,neutral
gp:AOqpTOG-iSyuvv7oG3QoaH8tPbTvLq4XuMVDhpAHHWWLL524e-VLw75bj35ZF7GWGXFmCZe9OPaSTqn7lgjiHg,"The whole app is pretty broke on the note 9 (edit: I would love to report the big to help however, the settings menue does not work so I do not have the ability to send a report).",2,negative
gp:AOqpTOFXsi_swykv0PpeW0FXXa_48YMyKKAgKYpZ0sXoIlBnpIKs2j9Z--scSQtaIxmi-yFUyOGqOjWO0dII,"This app is very, very, very sexist. When you start the app up and go into the ""icon"" menu for the avatar of your ""hero"" character, the vast majority of the icons possibile to select are definitively male.   Worse yet is that all of the ones 'intresting' in thier design - or portray something such as the workplace are entirely male.  The few female icons avalible - more than half not even on their own- are showing an entirely narrow view with a subservient feeling in thier portrayal.   The developers of this app should be ashamed of such blatant misogyny.",1,negative
gp:AOqpTOG_cumVxtQ6MZe1u4kkuZBcFyA0knku5DsQJH2zx-hy3SFKdVsMa158ebW9SHO9ihgzONG9N4KTg8Bb1w,This app look cool on the screen but it was hard to figure out how to use it the could be more settings added to the app so people can make it more direct for their life.,3,neutral
gp:AOqpTOHXER7dw36W4zkkQdSldrAT1ia9lvvP9ZEH-SIG6D7pC7my0DLciQxXyIcZnEduH8QpuZd0nV0XEs1Ke2k,Already helped a lot. Wish it had more colors.,4,positive
gp:AOqpTOFZ6y0vw3rX5pz784pJPkbrJ27kST8vKLxisGp5fX6Kx_0W-Z7KbcaQYhcJgKaYRSvQ-G-FWw92V50TBg,"it's fine to use to check off stuff and gain/lose habits and get rewarded for it, but the formatting is so ugly and it's so easy to cheat which kinda defeats the purpose of the app. like you can make yourself level 100 or give yourself 2,000 gold if you want to. plus there's a lot of bugs even though habitica has been alive since either 2015 or 2014 so that kinda says it all for how much the staff is on things.",3,neutral
gp:AOqpTOFhejGm4EujtUHA2jW-Go6Lp8QRZjXMcJgjve2eBEtl0Q-7Z_QPaOtllrEz9cgIiBHrZvllTGgFy2hnM98,"Great app 😊👍 love it. Even sends me notifictaions to remind me to mark this day. Also general descussion is a good idea, its very incoraging to see other people on the app strrugling keeping habit of stuff, just makes you feel like you're not alone 👍",5,positive
gp:AOqpTOHkzRcxnEvwWAbj-6nC61LMRyi87q3FDpa7HFohDR8PwpsKhYtXHc0ycgiiIDr28jleMzOzyJVCjwtThvw,"If Google Calendar integration was available with this app, it'd be loads better. Apart from that it's great. I've been using it for a while alongside other apps like Anydo and Todoist. They have a few features that I hope Microsoft builds into this app, but on the whole, I like this the most. It's simple, you can export your lists, and you can create steps for tasks.",4,positive
gp:AOqpTOH7rr_Bg4LqgKieBrH6qSeZWb2MiIsxlKD2GomvQSwxq_jYsJmznXHljM6KD_LYK5AiTNu5BcCrmDbIewc,Great,4,positive
gp:AOqpTOGnL3eqotNwBPzboW1HFo7YqV3HQ03fQvwQUqZQJyhB9fa6EET83G7z1zL5SP8tv5Cjy1MIuRdzR-5RgA,"Used to love it, but the latest version broke it. Couldn't get it to work. All widget face buttons would work for a few seconds then break. Tried all settings, didn't work. Fix it and I'll reconsider my rating.",1,negative
gp:AOqpTOGtSXKwSDcnvCJqzqkCYyzQ9ChME7f9fQUUE2jmzMIEKEByaxI7-pBbZrjBcjv6mdStkab9luPLLXEnGQ,"I'm probably too old for this. Couldn't find the energy/patience to work out how it works (and why was it preset with meditation?), I guess it would seem obvious to someone who uses technology more. Bought a huge paper planner called Trigg instead. Less portable! But it won't crash, malfunction or lost if I break my phone...",2,negative
gp:AOqpTOE3VyxT_v790oWcSP3jEU0vDId27RLxr74MX1J9UKMI5Le00QFmR48kjoYg4LJ6qHukucYdmKpkKNelqeg,Perfect!,5,positive
gp:AOqpTOGksMD7K91WCbZX_R9ycBDdzH8rjKGuVZxhBIhTYatgMQbaG24GRoaVWE-JWAFj0V0AMvs1R9KFId_0gw,"By far and away the best of all the dozens of task manager apps I've tried using! So intuitive. Can't wait for the ""upcoming"" feature that's on the way. But gotta thumbs-down the new widget. No way to open the app straight from the widget so I removed the widget from my home screen all together.",4,positive
gp:AOqpTOHbDsD8V752Y06JDm8C_pQdqgEPvP_A0dhpgN_647GTS38THZhUtSm5S08xxm0fHaYQym6M05OO4iVMX2I,"Best habit tracker I've used so far! Very flexible, good data to work with, I find it motivating, and I love that I can chose exactly what I want to work on, right away. The price is also very very good for what it is (thank you for not making it a monthly subscription!!). The ONLY reason I gave 4 stars instead of 5 is because I love using the widgets however they are quite glitchy. For example today I have 1 habit that dissapeared from the calendar & check off list. Sometimes you can't tick off",4,positive
gp:AOqpTOHJ8ITwRcbN1Zrx_tpXxjQj7pRXsASe4jVuxNEg7kRfPDmB70I__jRcz1iB9Pv7cccayut2y5onq-UmKw,I love the layout and different features. Two things that I would love changed or added are: 1. The ability to either edit a routine for a singular day or to clear a routine from a singular day (like when I have an atypical day and can't follow my regular routine); and 2. The ability to see the overlap in events/routines if two different things occur at the same time.,3,neutral
gp:AOqpTOGz8g9gqspGcs5D9Rm9Fft53a35CfAdN8KnAGToNoJiALfQDI0-Xyin1wywRHfEr0zsuhDpnmzLPD0Z7w,👍🏻,5,positive
gp:AOqpTOFnM1H7svalPLiJPQGPgi2FBfOdyaFCqW9kB9kFnXb82tnqK5Z_aTx0Ku7gC0SbxxPy5TB9JrYkTIHcFEw,"Best calendar app for Android I've found by far. It would be nice it there was a version for windows as well but as it all syncs nicely with Google it's not a problem, just a "" would be nice to have""",5,positive
gp:AOqpTOGFa-2rEeq9FbZA6gF_YdhzvTBSzfxBggVZTbl6pM0WLI1r4zTE3K-916EPp-DxRnMMAvaJFwgsCgbnBA,There is some sort of issue which I guess the app developers are dealing with already that the application crashes immediately after opening kindly release the update to fix this flaw quickly. The app deserves 5 stars,3,neutral
gp:AOqpTOGufRGsAZ7w3wgDJ_L2G-jY_GFuMi1zv3Wq9RSs-cDww4pvy19DhET-uBcKCua7d0HILvItMt2VQTgoFQ,I wanted a to do list.. this is not such.. continually asking to name things unnecessarily complicated ~ KISS,1,negative
gp:AOqpTOFtVysMK3R2I_BryC0tYgmAbE_uJk9y5jF2Rcn3nxCqI4oOmvgrQHf42pOcbKCKDnR_UTYyKcao69ylYw,I haven't been using this very long and it's not as user friendly as the Calender that came on my last phone.  I wish instead of dots you can just see what you have entered for that day immediately without tapping on that day.  Otherwise it is easy to use and functional.,3,neutral
gp:AOqpTOEhLE5Or91uemG5W4h2p0jq55O5xb_75gqrDFM9xDXQ8TlKiIK0b-Lsc0ktobDUJThR5-NEerHp4TPD,Great creative idea that does help keep me on track. I've also used it to start new good habits!,4,positive
gp:AOqpTOEvuUzEKvGnKNRX-t99JZUOj446MxN3B-XYNEo0EzZHcFtCJM2vPXXuX_zQgpyhN0XsdalaiWOdeaP94XQ,Decent app with good features allowing for good habbit tracking but I am unable to reschedule dates on the habits. I have to delete the habit then remake it with the revised dates which is a big hassle,4,positive
gp:AOqpTOELOQkRGN0fr1hhQwI1KmIt06cLmNvkLeEupoMMPfN16il1F7Z5Obhl3ibOdvRPfjXiJ4yXAhnStw8A,"Great app which has everything I need! It's not very easy at first, but the result it gives is worth the effort. I like that you can see your characteristics in a diagram and how customizable everything is. Thank you!",5,positive
gp:AOqpTOEJEzRdGcFq_Wp2mvUzIz_A8X8YIQOrtvJt577psLa_76tfBswl3Lf_S-YzOkUJUCaVBbXnvghfMTPhwA,Great app,5,positive
gp:AOqpTOGOQnzjUYQ-FIB97JJ2jvMUShUo34wIt9KQGSyFaqzKX45FdgUu9rYE88Y5rs0PvJGrBFdq-PhVwhFuxw,"Everything is good, except it crashes every 2 days and I have to reinstall it",2,negative
gp:AOqpTOHtrufGZ6DuhUQ34_Cvb8jQyHx9kkNcJCGCmKkPPvMrWG8QE3q_a6cYpOiIedzEguSpFp19sZG-Q8dSRyI,Works great. I enjoy having it available on my phone and on my work computer.,4,positive
gp:AOqpTOFg_ypQ9fhpEUqxWN6r9McY9-jN_tgTddckYUi3lBdDU1lVGpcCJCflNzkBAmxYBHJEpPQ3qED4u85WmXM,"I've been using the app since 2018, TickTick has been the number 1 app for me, I definately reccomend it 👏👍💯",5,positive
gp:AOqpTOEPMO5A4e4S74vggR85jCLdfIujtghtaAFc9SWB6B4SPDa4rJNoUshuzw-dKM9ONR7ywpc7YCjG0GKBP-Y,I have just started using this app and it looks great - except for the drop down menu from the 3 dots which doesn't show the full menu and you cannot scroll down in it either. PLEASE FIX THIS!!,3,neutral
gp:AOqpTOFI-jeyvFhejdmgai4rkw_rjcs7mnAtrmJk32dq7pOvlHD5A8_KHtOID7HAKt9mz0-ezhpHvmnjIp4Sz-8,Use it all the time. Its my Diary,4,positive
gp:AOqpTOGJjMVB0DjfCvpU-FY1ssxdNKdqGaW_WLZoR9FOfYUtgb0Ol3W7CRENKfg4UGRrpFtfPVyDT15k5KXNWw,$36 per year for push notification reminders? No thanks.,1,negative
gp:AOqpTOHoO9nJGxyQMNe_Q8AARLDdP-9wFAQhDiidPtObXAy7dL1kme-J2FXDtzDxLlCeg4Aqvhcwhdo4EN78P4c,"Can't sync anymore, and all my lists are gone after I relogged (no lists when I log in through the browser either). Tried ""Get help"" but no reply for several days now.",1,negative
gp:AOqpTOE8cg6XBKSAduG8dePclceUgtCdZ-NoV4pSa_yi_6SbAExY9OfnzEoAkfKoOt0xDSXH8Bh5MtCZ9rdyTA4,"Better than others but I have problem in the beginning, I'll let you know later...",4,positive
gp:AOqpTOEIS1KSK5cRKfNWshAYTQbuvl5EpA4THjIF3skA--9tbxLSBGlV2K3GjweweHaesj7iYimeYXhJWWs5yw,"Did not enjoy the layout, workflows, rewards, explanations. A+ for the effort.",2,negative
gp:AOqpTOEoEyZFu6tepSA9bEV7akcxZHh2Xxvk5VFR2_m0UQx4cDJgEn0Tnsw2zm0v28n3HghuBD7xJxj2XxiKNQ,App is great....but it gets closed automatically before a session ends and my plant gets ruined..,2,negative
gp:AOqpTOF51e0FTDGhOYmUIO2RVAtRRxt3llQjWtje4v9OMCuaObsghSPNDbNQMHg_sOLlTBVYQS9PNDeJTY2oBA,I'm still trying it out but so far it has helped a lot. One would not waste time if they have this app in hand.,3,neutral
gp:AOqpTOEmtJ7VUjtf17ZVmJts0jmQ03wWc_mkI3FEgCfvOhkOzwFBlimBw2mN3M9YsrkSHgQLCNVQ7qcVhSrxxA,"Great concept, unfortunately sometimes a bit buggy implementation: really weird back stack handling and syncs don't work quite often. Staying with it for now hoping on things to be fixed in the future.",3,neutral
gp:AOqpTOHZ0ERC4VI86NaKgWenN568SoJdnnt0VHA0dbmXmxeeBOosWrMTPuq0r6k4aDcgobdOFysepQ0stjf5kg,"It is awesome app..but if it would contain the 'PAUSE' button..it would be more meaningful, as when one need to attend something in between the activity..he can't give up the tree. Moreover it leads to false analysis of focussed hours.",2,negative
gp:AOqpTOGj92MMPgCTEzPIemLcEwoi28XpHIkxSLDbQ91WjWqO75DOPfl3hTLMdULxiFZ-HbJhrD2VMCbrgkU0LQ,"It's a great app for staying away from the phone while attending to one's tasks. As not all tasks are born equal, I'd really like to see taller trees for longer focus periods. It would be rewarding, plus the forest would look nicer and unique based on one's day",4,positive
gp:AOqpTOGMaBcZXm0ZkWncJ-5EbE2KtZfuRa7mcOTuRrxc4TSmLv8hY7gbZ0P6VHtxTpkJGFi11FgbhD1DTPYhMw,Great product,4,positive
gp:AOqpTOGzbeiI1E47mBsMWjoL0s7JHDvQuhpjo_-ZeB6ffRlXsJMzo5TFY5BHZPLkzkB9euge1WODeqjhCa-2Yvc,"Absolutely love this app. 4 out of 5 for two reasons. One, navigation, I think swiping between habits rather than scrolling would be a better interphase and also more intuitive. Scrolling habits only goes one direction, swiping could go both, as long as you're off the calendar. Two, the free version only can track five habits. I'll probably buy the app for full access, because this truly is a good app. However just a few more, say 10 instead of 5 in the free version would've been appreciated.",4,positive
gp:AOqpTOG-cDeh6IUW-zjKm23qm71_XYgT9Gxlag1RaK6K3YCWw0Y5N45DhS0dW2-D7pNYNwbyF75IdoRrwtsY0w,"This is a wonderful app, I love the simplicity and intuitiveness - it helps me reduce stress from the many things I need to do and instead allows me to focus and get more things done overall!",5,positive
gp:AOqpTOEa7pGK6diMs4BxO_2pycOhce9aPOd8irO_UpkiT9kgsfDeUBKxW5eduL46NeVbugCagvYyQqWiVmzQ5w,"I had opted for premium. But even basic things like I wanted to start fresh, so I said delete all tasks, but it added that as a reminder from what's app.",3,neutral
gp:AOqpTOGC_HuX8gJeW8MORi7HlW0C0jS7Iby5N7DgtQsBNybUwzs74x6OSlnLd1-lm2NalnRQ2p8wepq0reAfzw,a little shy on functionality but for the price it can't be beat. I use it daily.,3,neutral
gp:AOqpTOHlD5HRsTvOCAKtS-L0LjcSIi8utBS_apmXqC5o8x0oGyi6_ulod-oewy1qdLHgza3LXLqs-_X1Kl0FROw,Can we please have sub tasks Placed under our main task… ? The analytics are not so useful to be honest..,3,neutral
gp:AOqpTOFT4ha_38VvqcMQ-phz33ErtMwiXS_adPTBr9dfXhaBxpzAyQNce-gxqsiXyi8jkBHRv_cJpn6CWgCubQ,Why it doesn't open in my android. It really sucks. Please do something.,1,negative
gp:AOqpTOE033UTFCqxcxIXjMASzWnKLX6P_Owc-Tg1t3G2RdrsRgEgzwx-H3Co_7N95LhJDeo6fNj9aJOs9BsyXZU,"I miss the Today, Week & All shortcuts that Wunderlist had at the top. The Planned replacement is not as easy to view or follow my week ahead at a glance. The automated transfer seems to have worked well so far. UPDATE: Sharing lists previously shared with my wife now creates a double so that needs to be fixed ASAP. Wunderlist would randomly delete scheduled reminders in bulk, hopefully To Do has put a stop to that.",3,neutral
gp:AOqpTOH3h8N6RRNecoJduhiI1FK_42sRFXrupX6ULTJk249tmUfql56TD3fK2ls6Sxswd0CyDQrFLhvSV8JfmiU,"Its a bit hard to use at first but if you adjust yourself , you'll get the hang of it",5,positive
gp:AOqpTOF4eSriJNVOYecyAb0Z2BdxOjYmFul1omB2KX1CR4OaTpy-m9dZanhcfIMAKBLQOxTQ11wERpRreib-1Rc,"Suddenly, again (it has happened before), the widget is empty. I keep refreshing, but the entries vanish.",2,negative
gp:AOqpTOFxDYHgHSJvbKEEMtslmLEhlkeHeIrkdMJEKH55hIRvdBdKJb4dd86dHd0pDszwuPeG1gP_bneC1w--gw,"JULY 2, 2020. Same problem. WORKS FOR THE FIRST TIME I OPEN IT, FOR THE NEXT ONES IT JUST IMMEDIATELY CLOSES ITSELF 6.20.2020 I can't open it. The app won't work. I have to reinstall it everytime I want to plant again.",1,negative
gp:AOqpTOEqAnSBJFa_2fT8YR7-1LoHgl-SGkeBPlkkePbDagIzrJhMPS6F4f9Ys_gtHBy6r-i5uUZp7gFALUnques,"This product has really come a long way since I tried it in 2019. Best Android task mgr app with really clean interface and great widgets. Syncs almost immediately with web and Windows apps. Windows app includes multiple drop down widgets so you can view / edit tasks anywhere within Windows. Support has improved substantially and is generally responsive. For solo users, TickTick beats all the higher priced apps hands down. Have not tried it for teams, but it's really targeted for solo users.",5,positive
gp:AOqpTOGhX06H1Q06crzKGJfOvXcK4pg6AqUOm97YGsKO8gXSOf_19RdZsWAdflwg5Q57XXqvLJeWMQ7QVk4LZw,"This app is not so good as a free version. You let us make subtask which is great... but not able to make a reminder is pathetic. For free version users, you can make a certain limit for using reminder. Also it will be great if you add a pomo timer.",3,neutral
gp:AOqpTOEtxC9QSy0I9-_4R6RNZxG6GMDByF1sZuioQP3hPH5C7UjyZ6XUaOr-ZvhmEBFxjQezjL6b-_lKHcLRUw,"when opening a sub-task from any view, the sub-task window does not even show the main list/task it is from",1,negative
gp:AOqpTOGzIrN5tgZAHCdSJFUI3Fne3SWroV8zVEbRKGMySci8wQ_eXaQxWFnFIIl0Cxg5J3X9bmLco_SkwgGalA,superb 👌 👌👌👌👌,5,positive
gp:AOqpTOGmohX7eiVFnaZkHPAIrdeb5HBVBHt3yScRm7j7I6P-JyWLvirj1Zyj4kySD4kGd2hBbIIgrPoI8t4V,Best habbit app,5,positive
gp:AOqpTOF7SKiIf2oIIdveanLxKgqVLqTwmtHKzVhjmHVfn-mzL5_8nbMR7UdDhHfX8uB06Ys6j3joBLKskt0X,"doesn't do what I need it to do with setting recurring alarms, such as every 3 hours forever. it just says ""how many times"" do you want this to repeat but doesn't let you choose hourly. Just daily, weekly, etc.",2,negative
gp:AOqpTOHfcbAh54LFt5XCYd1m8ZiSY1V2t0YzMzVk95Nwi_hH8XjXpn5tMbxgFGZIZ-5RfADg2RSFLGgU8PrD2g,"I liked its features. These are well thought through. If I could go back in 
timeline, it would have been better.",3,neutral
gp:AOqpTOHy_-U-CbBtD_DlKtnN12NsbHf07v_9ecsHYJGIBzcVaDzSKOJxN5yjf58cOBg9ujRWQWjKKb6aWiE5BIU,"Hello, I recently shifted to a new phone. I have a premium membership. But I am unable to transfer my data to the new phone. Please help!",3,neutral
gp:AOqpTOH_oBmtSqcFgwK2ghHZ2fVzk6dd26P-W-Ix8qzpxB2qTSrGmU9FlLimnnHcXfmqx1_3Jm1V8tFLb5PJNAU,"As great as this app is there is no way to turn off the annoying popups within it. 'rate us', 'congrats 10 days in a row' really? I can see the result. Please add an option to turn off all popups within the app.",3,neutral
gp:AOqpTOGGJF4b8OuIOilHR-9zGvVlGpiL3TWE2GpCCnjodQpnTtkpeaf1IIGtbRUrznLthpNh9se7TGFWosUl4Q,"The app is really great and don't even need the paid version. Unlike what people said, I found it quite easy to set up. I wish the ""custom repeat"" had option to choose which day of the week and not the frequency of days, as my schedule varies (schema as : 4 days A followed by 3 days B). I really love the widget option also. I just downloaded it but if I keep using it then I will consider buying the pro version to support the creators.",5,positive
gp:AOqpTOHM4DDBzHq3PzTNgFtTktEKLxizGqToPRq0DpmS7AjMBQEHDM8rty5pxZ6PfdZP-f4BVT2GvB_Uz3hzczE,"I was using it and thought it was pretty good.I had my whole business schedule on it, then I lost my phone. I got a new phone and downloaded the app again, logged on and no schedule! It was gone! I lost thousands of dollars and had many clients pissed off at me... So disappointed...",1,negative
gp:AOqpTOHyJPomYE4Z_MFY6jGyytPnY8M09SvQQaO22o1Tg25PAS62GQygqenzjgmj7EPF3XfPtdowRAAzQqimMg,don't bother with this planner app. there are lots of other apps that do the same thing. this app has intrusive ads thats pop up at random. if you close the app and open a different app planner pro will open a pop up on the new app your using. seriously don't even bother with this BS,1,negative
gp:AOqpTOH1HzKRU4uNnyZQr5wZ_67VCBOE7Qbrw538rYj-7t9lBDppv5CelM6EG2fJsWHgGMPFq46kUQOrxLqWfQ,One Problem With This App Is It Stops And Also Notification Also Hide And Ask For Refresh And Troubleshooting Then It Again Start Show Every Time I Have To Open The App And Refresh Then It Start Working This Must Be Solve,3,neutral
gp:AOqpTOFoImFgF6Q3-RAP8gxlqyIw0KbJTtzIjxEQKSdATXJ1NrUBFbZzuUp27LQ6-FLNEDvMTv6v9f1_aJ5Hc4Y,Love this app. I used to give it 5 stars but its so sliggish on the s8 and half the time the widget wont load.,3,neutral
gp:AOqpTOHuris93QVJIUvQ1YNdve75_gxa6Vp64etIW1VMYDnqY1mREZyZeoFqilN8dfaHrYKz8fbTp5MmtQGSyQ,"Sends lots of emails, you can't choose a duration for your tasks it's only limited to a day . It's good if you like to be bombarded by emails for a task that you totally know it's not over due , also the user experience is too complicated",1,negative
gp:AOqpTOGbnhv6o_4TGXYcI6qs8_GBZTnHLJM78AULe1fZ5cVYk7apJ8gSHqRuIQm4MSfatFroKyey7K7AaiFOMw,"Laggiest experience ever, icons were missing everywhere, it seemed really cool but quite unplayable for me.",2,negative
gp:AOqpTOHcRMQyioAqvZN90Pqp0ZXXFH0bn5at77R-j4dW00r_zvOZD1g55X0CqMgcMQ1dCwNlkxbfgbYgzsNx,"I would love to do a one/life time purchase for this app. Too bad I hate subscription based so sorry, I'd rather spend my money for something unproductive than this app.",4,positive
gp:AOqpTOF_xNvgTFCk0JKkGO57Iq9TeBcQIF0tyc_vapfZOTc6l5kOlCL33eAs_xljZDM2W4AJigUEzY9haHA2EHw,"I have autism and downloaded this app to help mange my tasks and routine, but after trying to work it out for 10 to 20 minutes, I've decided it's not for me. I couldn't set a very simple habit of brushing my teeth twice a day, or a reminder to stretch twice a week on certain days of the week. Not as straight forward to use or set up as it seemed.",1,negative
